nlm_id,title_abbreviation,title_full,authors,publication_start_year,publication_end_year,frequency,country,publisher,language,issn_electronic,issn_print,issn_linking,lccn,electronic_links,indexing_status,current_subset,mesh_terms,publication_types,notes,broad_subject_terms,subject_term_count
7708172.0,AADE Ed J,AADE editors' journal.,American Association of Dental Editors.,1974,1983,Three no. a year,United States,"[Santa Barbara, Calif.] American Assn. of Dental Editors.",English,,0160-6999,0160-6999,,,Not currently indexed for MEDLINE.,,Publishing*,Periodical,,Dentistry,1
370411.0,ADM,ADM; revista de la Asociación Dental Mexicana.,Asociación Dental Mexicana.,1943,1979,Bimonthly,Mexico,"México, La Asociación.",Spanish,,,,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Microfilm. v. 3 (1946)-15 (1958). 4 microfilm reels : negative ; 35 mm.,Dentistry,1
8712346.0,ADM (1986),ADM : organo oficial de la Asociación Dental Mexicana.,Asociación Dental Mexicana.,1986,1987,Bimonthly,Mexico,"[México, D.F. : La Asociación, 1986-1987]","Spanish, Spanish",,,,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Articles and summaries in Spanish.,Dentistry,1
7513559.0,AMDI Boll,AMDI bollettino.,Associazione medici dentisti italiani.,1955,1979,Monthly,Italy,Roma.,Italian,,0001-1908,0001-1908,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Special numbers accompany some volumes. Microfilm. v. 1 (1955)-v. 5 (1959) 2,Dentistry,1
146172.0,ASDC J Dent Child,ASDC journal of dentistry for children.,American Society of Dentistry for Children.,1968,2002,"Three times a year, -2002",United States,"Chicago, Ill. : American Society of Dentistry for Children, [1968]-c2002.",English,,1945-1954,1945-1954,2003243286,http://www.ingentaconnect.com/content/aapd/jodc,Not currently indexed for MEDLINE.,,Pediatric Dentistry*,Periodical,"Cover of Vol. 57, no. 2 misnumbered as v. 58, no. 2. Also issued online.",Dentistry; Pediatrics,2
7503275.0,Acad Rev Calif Acad Periodontol,"Academy review of the California Academy of Periodontology, United States",California Academy of Periodontology.,1953,1966,Semiannual,United States,San Francisco.,English,,0008-0810,0008-0810,,,Not currently indexed for MEDLINE.,,Periodontics*,Periodical,,Dentistry,1
8610218.0,Acta Odontol Latinoam,Acta odontológica latinoamericana : AOL.,,1984,,Two no. a year,Argentina,Buenos Aires : Acta Odontologica Latinoamericana,"English, Spanish",1852-4834,0326-4815,0326-4815,,"http://www.actaodontologicalat.com/, http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-4834&lng=en&nrm=iso, https://pmc.ncbi.nlm.nih.gov/journals/?term=8610218",Currently indexed for MEDLINE.,Dentistry; Index Medicus,Dentistry*; Research*,Periodical,"Title from cover. Print issues ceased with v. 27, no.1 (2014). Also issued",Dentistry,1
370344.0,Acta Odontol Scand,Acta odontologica Scandinavica.,,1939,,Six no. a year,Sweden,"Stockholm, Norstedt",English,1502-3850,0001-6357,0001-6357,sn 79006924,"http://www.tandfonline.com/loi/iode20, https://medicaljournalssweden.se/actaodontologica, https://pmc.ncbi.nlm.nih.gov/journals/?term=0370344",Currently indexed for MEDLINE.,Dentistry; Index Medicus,Dentistry*,Periodical,With v. 1-2 is bound its Supplementum [1] Print issues ceased with v. 71 (2013).,Dentistry,1
370345.0,Acta Odontol Scand Suppl,Acta odontologica Scandinavica. Supplementum.,,1939,1976,Irregular,Norway,Stockholm,English,,,,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,"Supplementum [1] bound with Acta odontologica Scandinavica, v. 1-2. Microfilm.",Dentistry,1
,Acta Odontol Venez,Acta odontológica venezolana.,"Venezuela. Universidad Central, Caracas. Facultad de Odontología.",1963,,Three no. a year,Venezuela,Caracas.,Spanish,,0001-6365,0001-6365,,https://www.actaodontologica.com/,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Also available online. Official organ of the Facultad de Odontología of the,Dentistry,1
421026.0,Acta Stomatol Belg,Acta stomatologica Belgica.,Société belge d'orthopédie dento-faciale.; Société belge de stomatologie.;,1960,1997,Quarterly,Belgium,Bruxelles.,"French, English",,0001-7000,0001-7000,,,Not currently indexed for MEDLINE.,,Mouth Diseases*,Periodical,Text in French or Dutch. Organ of the Société belge d'orthopédie dento-faciale,Dentistry,1
253456.0,Acta Stomatol Croat,Acta stomatologica Croatica.,Drus̆tvo zubo-zdravstvenih radnika Hrvatske.; Sveučilište u Zagrebu.,1966,,Quarterly,Croatia,Zagreb [1966?]-,"Croatian, English, English",1846-0410,0001-7019,0001-7019,,"http://www.ascro.hr/, https://pmc.ncbi.nlm.nih.gov/journals/?term=0253456",Not currently indexed for MEDLINE.,,Dentistry*; Mouth Diseases*,Periodical,"Also issued online. Issued by the Stomatolos̆ki fakultet Sveuc̆ilis̆ta u Zagrebu,",Dentistry,1
9614683.0,Actual Odonto Estomatol Esp,Actualidad odontoestomatologica española/ Ilustre Consejo General de Colegios de,Ilustre Consejo General de Colegios de Odontólogos y Estomatólogos de España.,1995,1995,Ten no. a year,Spain,"Madrid : Editorial Garsi,","Spanish, English",,1136-4386,1136-4386,sn 96039701,,Not currently indexed for MEDLINE.,,Dentistry*; Mouth Diseases*,Periodical,"Description based on: Año 55, nũm. 440 (enero-feb. 1995); title from cover. In",Dentistry,1
370406.0,Actual Odontostomatol (Paris),Actualités odonto-stomatologiques.,"Association d'enseignement odonto-stomatologique à l'hôpital, Paris.",1947,,Quarterly,France,Paris : Editions Julien Prelat,French,,0001-7817,0001-7817,sn 78003603,http://aos.edp-dentaire.fr/,Not currently indexed for MEDLINE.,,Dentistry*; Mouth Diseases*,Periodical,Issued under the auspices of the Association d'enseignement odonto-stomatologique,Dentistry,1
8802131.0,Adv Dent Res,Advances in dental research.,International Association for Dental Research.; International Association for,1987,,Irregular,United States,"[Washington, DC] : International Association for Dental Research, [c1987-",English,1544-0737,0895-9374,0895-9374,,https://journals.sagepub.com/home/adr,Currently indexed for MEDLINE.,Dentistry; Index Medicus,Dentistry*,Periodical,Title from cover. Consists of papers of proceedings. Print issues ceased with v.,Dentistry,1
,Adv Fluorine Res,Advances in fluorine research and dental caries prevention.,"Hardwick,James Leslie",1962,1966,,United States,New York.,Multiple languages,,,,,,Not currently indexed for MEDLINE.,,Dental Caries.*; Fluoridation*,Periodical,"Editors: 1962- J. L. Hardwick [et al.] Contributions in English, French, or",Dentistry,1
261.0,Adv Oral Biol,Advances in oral biology.,"Staple,Peter Hugh,1917-",1964,1970,Irregular,United States,"New York, Academic Press.",English,,0065-3020,0065-3020,,,Not currently indexed for MEDLINE.,,Dentistry*; Mouth Diseases*,Periodical,Editor: P. H. Staple.,Dentistry,1
410245.0,Adv Sociodent Res,Advances in socio-dental research.,American Dental Association.,1973,1975,Irregular,United States,[Chicago] American Dental Assn.,English,,0092-9816,0092-9816,,,Not currently indexed for MEDLINE.,,Dentistry*,Abstracts,Collected from Oral research abstracts.,Dentistry,1
8813229.0,Afr Dent J,African dental journal : official publication of the Federation of African Dental,Federation of African Dental Associations.,1987,1996,Two no. a year,Nigeria,"Lagos, Nigeria : The Federation, [1987-","English, French",,0794-7348,0794-7348,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Title from cover. Articles chiefly in English with some in French.,Dentistry,1
7501066.0,Aichi Gakuin Daigaku Shigakkai Shi,Aichi Gakuin Daigaku Shigakkai shi.,Aichi Gakuin Daigaku. Shigakkai.,1964,,Quarterly,Japan,[Nagoya],"Japanese, English",,0044-6912,0044-6912,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Added title in English: Aichi-Gakuin journal of dental science. Table of contents,Dentistry,1
9206301.0,Aichi Gakuin Dent Sci,Aichi-Gakuin dental science.,Aichi Gakuin Daigaku. Shigakkai.; Aichi Gakuin Daigaku. Shigakubu.,1988,,Annual,Japan,"Nagoya, Japan : Aichi-Gakuin Society of Dental Science, [1988?-",English,,0916-2062,0916-2062,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Description based on surrogate; title from cover. Official publication of the,Dentistry,1
,Alma Mater (Baltimore),The Alma mater.,Baltimore College of Dental Surgery. Alumni Association.,1959,,Annual,United States,[Baltimore],English,,0065-6445,,,,Not currently indexed for MEDLINE.,,,,"Official publication of the Alumni Association, Baltimore College of Dental",Dentistry,1
,Alpha Omegan,The Alpha omegan.,Alpha Omega (Fraternity),1916,2015,Quarterly,Canada,"[New York, etc.] Alpha Omega Fraternity.",English,,0002-6417,0002-6417,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,,Dentistry,1
7604908.0,Alumni Bull Sch Dent Indiana Univ,"Alumni bulletin - School of Dentistry, Indiana University.",Indiana University School of Dentistry.,1938,,Three no. a year,United States,"Indianapolis, In : Indiana University. School Of Dentistry",English,,0073-7119,0073-7119,,,Not currently indexed for MEDLINE.,,"Dentistry*; Schools, Dental*; United States",Periodical,"Title varies slightly. Issues for 1938-45? numbered v. 1-8. Vol. 14, no. 3 (2000)",Dentistry,1
,Alumni Bull Univ Mich Sch Dent,Alumni bulletin.,University of Michigan. School of Dentistry.,1937,1970,Annual,United States,"[Ann Arbor, 1937?]-",English,,0887-4387,0887-4387,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Issued in the series of University of Michigan Official publications.,Dentistry,1
8806701.0,Am J Dent,American journal of dentistry.,,1988,,Six no. a year,United States,"[San Antonio, TX : Mosher & Linder, Inc., c1988-",English,,0894-8275,0894-8275,,https://www.amjdent.com/previousarticles.htm,Currently indexed for MEDLINE.,Dentistry; Index Medicus,Dentistry*,Periodical,Title from cover. Also issued online.,Dentistry,1
370501.0,Am J Orthod,American journal of orthodontics.,American Association of Orthodontists.; American Board of Orthodontics.,1948,1986,Monthly,United States,St. Louis.,English,,0002-9416,0002-9416,,http://www.sciencedirect.com/science/journal/00029416,Not currently indexed for MEDLINE.,,Orthodontics*,Periodical,Also issued online. Microfilm. v. 34 (1948)-40 (1954). 7 microfilm reels :,Orthodontics,1
8610224.0,Am J Orthod Dentofacial Orthop,American journal of orthodontics and dentofacial orthopedics : official,American Association of Orthodontists.; American Board of Orthodontics.,1986,,Monthly,United States,"[St. Louis, Mo.] : C.V. Mosby, [c1986-",English,1097-6752,0889-5406,0889-5406,"87641597, sn 86002206",http://www.sciencedirect.com/science/journal/08895406,Currently indexed for MEDLINE.,Dentistry; Index Medicus,Orthodontics*,Periodical,Title from cover. Imprint varies. Also issued online.,Dentistry; Orthodontics,2
370533.0,An Esp Odontoestomatol,Anales españoles de odontoestomatología.,,1942,1976,Bimonthly,Spain,Madrid.,Spanish,,0003-2557,0003-2557,,,Not currently indexed for MEDLINE.,,Dentistry*; Mouth Diseases*,Periodical,,Dentistry,1
,An Fac Odontol Univ Fed Pernambuco,Anais da Faculdade de Odontologia da Universidade Federal de Pernambuco.,Universidade Federal de Pernambuco. Faculdade de Odontologia.,1964,1993,,Brazil,"Recife [s.n., 1964?-1993?]","Portuguese, English",,0083-3908,0083-3908,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Title for 1993- : Anais. Title varies slightly: Anais da Faculdade de,Dentistry,1
7506829.0,An Inst Invest Odontol (Maracaibo),"Anales - Instituto de Investigaciones Odontológicas, Universidad del Zulia.",Universidad del Zulia. Instituto de Investigaciones Odontológicas.,1964,1973,Annual,Venezuela,"Maracaibo, Universidad del Zulia, Facultad de Odontología.","Spanish, English, Spanish",,,,,,Not currently indexed for MEDLINE.,,Dentistry*; Research*,Periodical,Articles in Spanish; summaries in English and Spanish.,Dentistry,1
9207842.0,Anesth Pain Control Dent,Anesthesia & pain control in dentistry.,International Federation of Dental Anesthesiology Societies.; European Federation,1992,1993,Quarterly,United States,"Carol Stream, Ill. : Quintessence Pub. Co., c1992-[1993]",English,,1055-7601,1055-7601,,,Not currently indexed for MEDLINE.,,"Anesthesia, Dental*; Pain/prevention & control*",Periodical,Quarterly. Title from cover. Official journal of the International Federation of,Anesthesiology; Dentistry,2
43533.0,Anesth Prog,Anesthesia progress.,American Dental Society of Anesthesiology.,1966,,Quarterly,United States,"Chicago, Ill. [etc.] American Dental Society of Anesthesiology.",English,1878-7177,0003-3006,0003-3006,,"https://anesthesiaprogress.kglmeridian.com/, https://pmc.ncbi.nlm.nih.gov/journals/?term=0043533",Currently indexed for MEDLINE.,Dentistry; Index Medicus,"Anesthesia, Dental*",Periodical,1981- includes addendum containing information previously published in,Anesthesiology; Dentistry,2
370550.0,Angle Orthod,The Angle orthodontist.,Edward H. Angle Society of Orthodontia.,1931,,Six no. a year,United States,"Appleton, Wis. [etc.] Edward H. Angle Society of Orthodontia.",English,1945-7103,0003-3219,0003-3219,,"https://meridian.allenpress.com/angle-orthodontist, https://pmc.ncbi.nlm.nih.gov/journals/?term=0370550",Currently indexed for MEDLINE.,Dentistry; Index Medicus,Orthodontics*,Periodical,Also available online.,Dentistry; Orthodontics,2
7513553.0,Ann Aust Coll Dent Surg,Annals of the Australian College of Dental Surgeons.,Australian College of Dental Surgeons.,1967,1971,,Australia,Sydney : Australian College Of Dental Surgeons,"English, English",,0004-8895,0004-8895,sn 84008952,,Not currently indexed for MEDLINE.,,"Dentistry*; Surgery, Oral*",Periodical,,Dentistry; General Surgery,2
372350.0,Ann Dent,Annals of dentistry.,New York Academy of Dentistry.,1936,2003,"Annual, 199?-2003",United States,"New York : New York Academy of Dentistry, 1936-2003.",English,,0003-4770,0003-4770,sn 78000245,,Not currently indexed for MEDLINE.,,Dentistry; Tooth Diseases*,Periodical,"Oct. 1997 issue has no volume numbering; volume numbering begins again with v. 2,",Dentistry,1
401032.0,Ann Odontostomatol (Lyon),Annales odonto-stomatologiques.,École dentaire de Lyon.; Société odonto-stomatologique de Lyon.,1944,1978,Bimonthly,France,Lyon.,French,,0066-2194,,,,Not currently indexed for MEDLINE.,,Mouth Diseases*,Periodical,"Issues for 1944 have no vol. numbering but constitute v. 1, no. 1-5. Microfilm.",Dentistry,1
9702874.0,Ann Periodontol,Annals of periodontology/ the American Academy of Periodontology.,American Academy of Periodontology.,1996,2003,Irregular,United States,"Chicago, Ill. : The Academy, c1996-",English,,1553-0841,1553-0841,sn 97039250,,Not currently indexed for MEDLINE.,,Periodontal Diseases,Periodical,Title from cover.,Dentistry,1
8006208.0,Ann R Australas Coll Dent Surg,Annals of the Royal Australasian College of Dental Surgeons.,Royal Australasian College of Dental Surgeons.,1977,,Irregular,Australia,"Sydney, Royal Australasian College of Dental Surgeons",English,,0158-1570,0158-1570,sn 86000159,,Not currently indexed for MEDLINE.,,"Dentistry*; Surgery, Oral*",Periodical,,Dentistry; General Surgery,2
404022.0,Ann Stomatol (Roma),Annali di stomatologia.,"Accademia stomatologica di Roma.; Istituto superiore di odontoiatria ""G.",1959,201u,Quarterly,Italy,Roma : CIC Edizioni Internationali,"Italian, English",1971-1441,1824-0852,1824-0852,sn 80002137,https://pmc.ncbi.nlm.nih.gov/journals/?term=0404022,Not currently indexed for MEDLINE.,,Dentistry*; Mouth Diseases*,Periodical,Vols. for <Oct./Dec. 2004-> have English subtitle: A journal of,Dentistry,1
7501078.0,Annu Meet Am Inst Oral Biol,Annual meeting - American Institute of Oral Biology.,American Institute of Oral Biology.,1944,1993,Annual,United States,"Palm Springs, Calif. [1944?-1993?]",English,,0098-6119,0098-6119,,,Not currently indexed for MEDLINE.,,Biology*; Mouth Diseases*; Oral Health*,Congress,,Dentistry,1
9877853.0,Anu Bras Odontol,Anuario Brasileiro De Odontologia.,,1972,1974,Annual,Brazil,Sao Paulo,Portuguese,,,,,,Not currently indexed for MEDLINE.,,,,,Dentistry,1
260637.0,Apex,Apex.,U.C.H. Dental Society.,1970,1980,Three no. a year,England,London [1963?-1980],English,,0003-6439,0003-6439,,,Not currently indexed for MEDLINE.,,"Societies, Dental*",Periodical,"Journal of the Dental Society, University College Hospital (called U. C. H.",Dentistry,1
9875593.0,Apollonia (Malmo),Apollonia.,,1952,19uu,,Sweden,Malmo Studentkaren Vid Tandlaekarhoegskolan,Swedish,,0518-1372,,,,Not currently indexed for MEDLINE.,,,,,Dentistry,1
,Apollonia (Sydney),Apollonia.,University of Sydney. Dental Alumni Society.,1950,,Annual,Australia,"Sydney, Dental Alumni Society, University of Sydney [195-?]-",English,,0066-5339,,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,,Dentistry,1
116711.0,Arch Oral Biol,Archives of oral biology.,,1959,,Monthly,England,"Oxford, New York [etc.] Pergamon Press.",English,1879-1506,0003-9969,0003-9969,65008365,https://www.sciencedirect.com/journal/archives-of-oral-biology,Currently indexed for MEDLINE.,Dentistry; Index Medicus,Dentistry*; Mouth*,Periodical,Vol. numbering irregular: v. 6 omitted. Also available online. Articles in,Dentistry,1
372454.0,Arch Stomatol (Napoli),Archivio stomatologico.,,1960,,Quarterly,Italy,Roma [etc.],Italian,,0004-0320,0004-0320,,,Not currently indexed for MEDLINE.,,Mouth Diseases*,Periodical,Some summaries in English.,Dentistry,1
372657.0,Ariz Dent J,The Arizona dental journal.,"Arizona State Dental Society.; Arizona State Dental Association., Directory.",1955,1978,Semiannual,United States,"[Phoenix, Arizona State Dental Association]",English,,0004-1459,0004-1459,,,Not currently indexed for MEDLINE.,,Arizona; Dentistry*; Dentists*,DirectoryPeriodical,One issue a year includes the Arizona State Dental Association directory.,Dentistry,1
9104816.0,Ark Dent,Arkansas dentistry.,Arkansas State Dental Association.,1991,,"Three no. a year, 2001-",United States,"Little Rock, AR : Arkansas State Dental Association, [1991-",English,,1056-4764,1056-4764,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Title from cover. Official publication of the Arkansas State Dental Association.,Dentistry,1
,Ark Dent J,The Arkansas dental journal.,"Arkansas State Dental Association.; Arkansas State Dental Association., Journal.",1930,1990,Quarterly,United States,"[Conway, etc., 1930-",English,,0004-1769,0004-1769,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Issues for Mar. 1930-Mar. 1948 have title: Journal of the Arkansas State Dental,Dentistry,1
7506873.0,Arq Cent Estud Fac Odontol UFMG (Belo Horiz),Arquivos do Centro de Estudos da Faculdade de Odontologia da U. F. M. G.,Universidade Federal de Minas Gerais. Faculdade de Odontologia. Centro de,1964,1973,Two no. a year,Brazil,Belo Horizonte.,Portuguese,,0004-2838,,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,"Called also Arquivos do Centro de Estudos, Universidade Federal de Minas Gerais.",Dentistry,1
,Arsb Goteb Tandlak Sallsk,Årsbok.,Göteborgs tandläkare-sällskap.,1918,1988,Annual,Sweden,Götborg.,Swedish,,0072-4831,0072-4831,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,,Dentistry,1
,Arsb Odontol Samf Finl,Årsbok.,Odontologiska samfundet i Finland.,1937,,Annual,Finland,"[Helsinki, 1937?]-",Swedish,,0078-3358,0078-3358,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,,Dentistry,1
,Articulator (Syd),The Articulator.,University of Sydney. Dental Undergraduates Association.,1973,19uu,Irregular,Australia,Sydney [1973-19--?],English,,,,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Journal of the Sydney University Dental Undergraduates Association. No more,Dentistry,1
9318734.0,Asian J Aesthet Dent,Asian journal of aesthetic dentistry/ the Asian Academy of Aesthetic Dentistry.,Asian Academy of Aesthetic Dentistry.,1993,2004,Irregular,Singapore,"[Singapore?] : The Academy, [1993-",English,,0218-3781,0218-3781,2001243414,,Not currently indexed for MEDLINE.,,"Esthetics, Dental*",Periodical,Title from cover. Official publication of the Asian Academy of Aesthetic,Dentistry,1
9312707.0,Atlas Oral Maxillofac Surg Clin North Am,Atlas of the oral and maxillofacial surgery clinics of North America.,,1993,,Two no. a year,United States,"Philadelphia : Saunders, c1993-",English,1558-4275,1061-3315,1061-3315,sn 92003940,http://www.sciencedirect.com/science/journal/10613315,Currently indexed for MEDLINE.,Dentistry; Index Medicus,"Face/surgery*; Maxilla/surgery*; Surgery, Oral*",AtlasPeriodical,Semiannual. Each issue has also a distinctive title. Also issued online.,Dentistry; General Surgery,2
8708541.0,Attual Dent,Attualità dentale.,,1985,1993,Weekly,Italy,"[Milano : Attualità dentale, -1993]",Italian,,,,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,"Description based on: Anno 2, n. 31 (5 ott. 1986); title from cover.",Dentistry,1
370612.0,Aust Dent J,Australian dental journal.,Australian Dental Association.,1956,,"Four no. a year, 1999-",Australia,Sydney.,English,1834-7819,0045-0421,0045-0421,,https://onlinelibrary.wiley.com/journal/18347819,Currently indexed for MEDLINE.,Dentistry; Index Medicus,Dentistry*,Periodical,Also issued online. Issued by the Australian Dental Association.,Dentistry,1
9204105.0,Aust Dent Pract,Australian dental practice.,,1990,1997,Six no. a year,Australia,"Milson's Point, NSW : Pro PR Publications",English,,1320-2340,1320-2340,,,Not currently indexed for MEDLINE.,,"Dentistry*; General Practice, Dental*; Practice Management, Dental*",Periodical,"Description based on: Vol. 2, no. 4 (July/Aug. 1991); title from cover.",Dentistry,1
100888004.0,Aust Endod J,Australian endodontic journal : the journal of the Australian Society of,Australian Society of Endodontology.,1998,,Three no. a year,Australia,"Melbourne, Vic. : Australian Society of Endodontology",English,1747-4477,1329-1947,1329-1947,,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1747-4477,Currently indexed for MEDLINE.,Dentistry; Index Medicus,Endodontics*,Periodical,"Description based on: Vol. 25, no. 1 (Apr. 1999); title from cover. Print issues",Dentistry,1
1260462.0,Aust Orthod J,Australian orthodontic journal.,Australian Society of Orthodontists.,1967,2017,Three no. a year,Australia,[Brisbane] Australian Society of Orthodontists [1969?]-,English,,0587-3908,0587-3908,,,Not currently indexed for MEDLINE.,,Orthodontics*,Periodical,,Dentistry; Orthodontics,2
9114922.0,Av Periodoncia,Avances en periodoncia.,,1989,1993,Three no. a year,Spain,"Madrid : Avances en Odontoestomatología, [1989-1993]","Spanish, English, English",,1130-1457,1130-1457,sn 91033592,,Not currently indexed for MEDLINE.,,Periodontal Diseases*,Periodical,Articles in Spanish; summaries and table of contents in English.,Dentistry,1
101088684.0,BMC Oral Health,BMC oral health.,,2001,,,England,"London : BioMed Central, [2001-",English,1472-6831,,1472-6831,2002243113,"https://bmcoralhealth.biomedcentral.com/, https://pmc.ncbi.nlm.nih.gov/journals/?term=101088684",Currently indexed for MEDLINE.,Dentistry; Index Medicus,Mouth Diseases*; Tooth Diseases,Periodical,"Title from BioMed Central archive volume screen (viewed on Feb. 20, 2002).",Dentistry,1
242772.0,BZB Bayer Zahnarztebl,BZB. Bayerisches Zahnärzteblatt.,Kassenzahnärztliche Vereinigung Bayerns.,1962,1998,Monthly,Germany,München : Urban Und Vogel,German,,0005-3473,0005-3473,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,,Dentistry,1
7705821.0,Basal Facts,Basal facts.,American Academy for Functional Prosthodontics.,1976,1987,Quarterly,United States,"Chicago, Published by Doctor's Dental Service for the American Academy for",English,,0147-9679,0147-9679,,,Not currently indexed for MEDLINE.,,Prosthodontics*,Periodical,Official journal of the American Academy for Functional Prosthodontics.,Dentistry,1
100909953.0,Basal Facts (Chic),Basal facts.,,19uu,1975,Quarterly,United States,"Chicago, Ill. : Dental Research Group, : Doctors Dental Service, -1975.",English,,,,sn 91038089,,Not currently indexed for MEDLINE.,,Prosthodontics*,Periodical,Description based on: Spring 1974; title from cover.,Dentistry,1
375023.0,Baylor Dent J,The Baylor dental journal.,Baylor University. College of Dentistry.,1939,,"Annual, 1994-",United States,"Dallas, Baylor University, College of Dentistry.",English,,0005-7258,0005-7258,,http://www.tambcd.edu/bdjo/index.html,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,"Vol. 38 (1994) complete in a combined issue, called no. 1-2. For 1995, v. 39, no.",Dentistry,1
,Begg J Orthod Theory Treat,Begg journal of orthodontic theory and treatment.,"Begg,P R(P. Raymond)",1962,1969,Irregular,United States,"[Michigan City, Ind.]",English,,0067-4869,0067-4869,,,Not currently indexed for MEDLINE.,,Orthodontics*,Periodical,,Dentistry; Orthodontics,2
9875604.0,Ber Bonn Univ Poliklin Mund Zahn Kieferkr,"Berichte Aus Der Bonner Universitatsklinik Und Poliklinik Fur Mund-, Zahn- Und",,,19uu,,Germany,"Bonn Bonner Universitatsklinik Und Poliklinik Fur Mund-, Zahn-Und",German,,,,,,Not currently indexed for MEDLINE.,,,,,Dentistry,1
9883867.0,Bilt Mednar Fed Zob Teh,Bilten Mednarodne Federacije Zobotehnikov = Bulletin Of The International,,1966,,,Slovenia,Ljubljana,"English, French, Croatian, German",,,,,,Not currently indexed for MEDLINE.,,,,,Dentistry,1
9005846.0,Bilt Udruz Ortodonata Jugosl,Bilten Udruz̆enja ortodonata Jugoslavije = Bulletin of Orthodontic Society of,Udruženje ortodonata Jugoslavije.,1968,200u,Two no. a year,Serbia,"Beograd : Udruz̆enje ortodonata Saveza lekarskih drus̆tava Jugoslavije,","Croatian, English",,0350-1043,0350-1043,,,Not currently indexed for MEDLINE.,,Orthodontics*,Periodical,"Description based on: Vol. 22, no. 2, published 1989. Twice a year. Articles in",Dentistry; Orthodontics,2
373120.0,Bl Zahnheilkd,Blätter für Zahnheilkunde. Bulletin dentaire.,Verband Kantonal Approbierter Zahnärzte.,1940,1972,Monthly,Switzerland,Zürich.,German,,0084-7917,,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,Microfilm. v. 1 (1940)-V.10 (1950) 2 microfilm reels : negative ; 35 mm. Official,Dentistry,1
7505278.0,Bol Asoc Argent Odontol Ninos,Boletín de la Asociación Argentina de Odontología para Niños.,Asociación Argentina de Odontología para Niños.,1959,,Four no. a year,Argentina,Buenos Aires : Asociación Argentina de Odontología para Niños,"Spanish, English",,0518-9160,0518-9160,sn 79004034,,Not currently indexed for MEDLINE.,,Pediatric Dentistry*,Periodical,"Issues for <1965-> have title: Boletín de la AAON. Description based on: Año 3,",Dentistry,1
7505270.0,Bol Circ Argent Odontol,Boletín - Círculo Argentino de Odontología.,Círculo Argentino de Odontología.,1962,1969,,Argentina,Buenos Aires [1962?-1969?],Spanish,,0069-4207,0069-4207,,,Not currently indexed for MEDLINE.,,"Argentina; Societies, Dental*",Periodical,Called also Boletín informativo.,Dentistry,1
9430141.0,Bol Dent Oper,Boletim de dentística operatória.,Faculdade de Odontologia de Piracicaba. Cadeira de Dentística Operatória.,1969,1974,Annual,Brazil,"Piracicaba, S.P. : Cadeira de Dentística Operatória da Faculdade de Odontologia",Portuguese,,0365-9550,0365-9550,,,Not currently indexed for MEDLINE.,,Dentistry*,,Description based on: No. 3 (1971); title from title page.,Dentistry,1
,Bol Dent Urug,Boletin dental uruguayo.,,1934,1965,,Uruguay,Montevideo.,Spanish,,,,,,Not currently indexed for MEDLINE.,,Dentistry*,Periodical,"Issues for enero/feb.-set. 1934 have no vol. numbering but constitute año 1, no.",Dentistry,1
,Bol Dir Gen Odontol (Santa Fe),Boletín.,Santa Fe (Argentina : Province). Dirección General de Odontología.,1960,19uu,,Argentina,Santa Fé.,Spanish,,,,,,Not currently indexed for MEDLINE.,,,,No more published?,Dentistry,1
7509341.0,Bol Fac Farm Odontol Ribeirao Preto,Boletim da Faculdade de Farmácia e Odontologia de Ribeirão Prêto.,Faculdade de Farmácia e Odontologia de Ribeirão Prêto.,1964,1970,Semiannual,Brazil,Ribeirão Prêto.,"Portuguese, English",,0080-2913,0080-2913,,,Not currently indexed for MEDLINE.,,Dentistry*; Mouth Diseases*,Periodical,Table of contents and summaries in English.,Dentistry,1
