"","pmid","pmcid_pmc","pmcid_uid","doi","filename","is_relevant_data","is_relevant_code","article","is_open_data","open_data_category","is_open_code","open_data_statements","open_code_statements","is_success"
"1146","23722135","","3790657","10.4317/medoral.18905","PMC 3790657.xml",TRUE,FALSE,"10.4317/medoral.18905",FALSE,"",FALSE,"","",TRUE
"1147","23722143","","3790658","10.4317/medoral.19082","PMC 3790658.xml",TRUE,FALSE,"10.4317/medoral.19082",FALSE,"",FALSE,"","",TRUE
"1148","23931052","","3791550","10.1111/prd.12027","PMC 3791550.xml",TRUE,TRUE,"10.1111/prd.12027",FALSE,"",FALSE,"","",TRUE
"1149","22300221","","3793272","10.3109/00016357.2011.654241","PMC 3793272.xml",TRUE,TRUE,"10.3109/00016357.2011.654241",FALSE,"",FALSE,"","",TRUE
"1150","23829196","","3807558","10.1111/jcpe.12119","PMC 3807558.xml",TRUE,TRUE,"10.1111/jcpe.12119",FALSE,"",FALSE,"","",TRUE
"1151","23331485","","3810713","10.1111/jop.12045","PMC 3810713.xml",TRUE,TRUE,"10.1111/jop.12045",FALSE,"",FALSE,"","",TRUE
"1152","23331383","","3810725","10.1111/jop.12040","PMC 3810725.xml",TRUE,TRUE,"10.1111/jop.12040",FALSE,"",FALSE,"","",TRUE
"1153","23992442","","3812409","10.1111/cdoe.12071","PMC 3812409.xml",TRUE,FALSE,"10.1111/cdoe.12071",FALSE,"",FALSE,"","",TRUE
"1154","23969679","","3813405","10.1038/sj.bdj.2013.741","PMC 3813405.xml",TRUE,FALSE,"10.1038/sj.bdj.2013.741",FALSE,"",FALSE,"","",TRUE
"1155","24171711","","3816203","10.1186/1472-6831-13-60","PMC 3816203.xml",TRUE,FALSE,"10.1186/1472-6831-13-60",FALSE,"",FALSE,"","",TRUE
"1156","24165013","","3816571","10.1186/1472-6831-13-59","PMC 3816571.xml",TRUE,FALSE,"10.1186/1472-6831-13-59",FALSE,"",FALSE,"","",TRUE
"1157","24175989","","3819177","10.1186/1472-6831-13-61","PMC 3819177.xml",TRUE,TRUE,"10.1186/1472-6831-13-61",FALSE,"",FALSE,"","",TRUE
"1158","24195640","","3827009","10.1186/1472-6831-13-63","PMC 3827009.xml",TRUE,FALSE,"10.1186/1472-6831-13-63",FALSE,"",FALSE,"","",TRUE
"1159","24152806","","3827987","10.1186/1472-6831-13-57","PMC 3827987.xml",TRUE,TRUE,"10.1186/1472-6831-13-57",FALSE,"",FALSE,"","",TRUE
"1160","23990526","","3828017","10.1259/dmfr.20130121","PMC 3828017.xml",TRUE,TRUE,"10.1259/dmfr.20130121",FALSE,"",FALSE,"","",TRUE
"1161","24195646","","3829373","10.1186/1472-6831-13-64","PMC 3829373.xml",TRUE,TRUE,"10.1186/1472-6831-13-64",FALSE,"",FALSE,"","",TRUE
"1162","23179957","","3832751","10.1007/s10006-012-0375-0","PMC 3832751.xml",TRUE,FALSE,"10.1007/s10006-012-0375-0",FALSE,"",FALSE,"","",TRUE
"1163","23306947","","3832775","10.1007/s10006-012-0385-y","PMC 3832775.xml",TRUE,FALSE,"10.1007/s10006-012-0385-y",FALSE,"",FALSE,"","",TRUE
"1164","24382142","","3842775","10.1186/1746-160X-9-33","PMC 3842775.xml",TRUE,FALSE,"10.1186/1746-160X-9-33",FALSE,"",FALSE,"","",TRUE
"1165","23965233","","3844409","10.1186/1746-160X-9-22","PMC 3844409.xml",TRUE,TRUE,"10.1186/1746-160X-9-22",FALSE,"",FALSE,"","",TRUE
"1166","24011184","","3846685","10.1186/1746-160X-9-25","PMC 3846685.xml",TRUE,FALSE,"10.1186/1746-160X-9-25",FALSE,"",FALSE,"","",TRUE
"1167","24004488","","3846714","10.1186/1746-160X-9-24","PMC 3846714.xml",TRUE,FALSE,"10.1186/1746-160X-9-24",FALSE,"",FALSE,"","",TRUE
"1168","24025345","","3846776","10.1186/1746-160X-9-27","PMC 3846776.xml",TRUE,FALSE,"10.1186/1746-160X-9-27",FALSE,"",FALSE,"","",TRUE
"1169","24010679","","3847480","10.1186/1472-6831-13-42","PMC 3847480.xml",TRUE,TRUE,"10.1186/1472-6831-13-42",FALSE,"",FALSE,"","",TRUE
"1170","24010726","","3847627","10.1186/1472-6831-13-43","PMC 3847627.xml",TRUE,TRUE,"10.1186/1472-6831-13-43",FALSE,"",FALSE,"","",TRUE
"1171","24015978","","3847647","10.1186/1472-6831-13-44","PMC 3847647.xml",TRUE,TRUE,"10.1186/1472-6831-13-44",FALSE,"",FALSE,"","",TRUE
"1172","24325863","","3847846","10.1186/2196-1042-14-2","PMC 3847846.xml",TRUE,TRUE,"10.1186/2196-1042-14-2",FALSE,"",FALSE,"","",TRUE
"1173","24325834","","3847847","10.1186/2196-1042-14-6","PMC 3847847.xml",TRUE,FALSE,"10.1186/2196-1042-14-6",FALSE,"",FALSE,"","",TRUE
"1174","24326181","","3847848","10.1186/2196-1042-14-3","PMC 3847848.xml",TRUE,TRUE,"10.1186/2196-1042-14-3",FALSE,"",FALSE,"","",TRUE
"1175","24325935","","3847849","10.1186/2196-1042-14-4","PMC 3847849.xml",TRUE,FALSE,"10.1186/2196-1042-14-4",FALSE,"",FALSE,"","",TRUE
"1176","24326062","","3847850","10.1186/2196-1042-14-1","PMC 3847850.xml",TRUE,FALSE,"10.1186/2196-1042-14-1",FALSE,"",FALSE,"","",TRUE
"1177","24325812","","3847851","10.1186/2196-1042-14-5","PMC 3847851.xml",TRUE,FALSE,"10.1186/2196-1042-14-5",FALSE,"",FALSE,"","",TRUE
"1178","24063298","","3849008","10.1186/1472-6831-13-47","PMC 3849008.xml",TRUE,TRUE,"10.1186/1472-6831-13-47",FALSE,"",FALSE,"","",TRUE
"1179","24063247","","3849722","10.1186/1472-6831-13-46","PMC 3849722.xml",TRUE,TRUE,"10.1186/1472-6831-13-46",FALSE,"",FALSE,"","",TRUE
"1180","24053760","","3849956","10.1186/1472-6831-13-45","PMC 3849956.xml",TRUE,TRUE,"10.1186/1472-6831-13-45",FALSE,"",FALSE,"","",TRUE
"1181","24098931","","3851299","10.1186/1472-6831-13-52","PMC 3851299.xml",TRUE,TRUE,"10.1186/1472-6831-13-52",FALSE,"",FALSE,"","",TRUE
"1182","24090395","","3851473","10.1186/1472-6831-13-50","PMC 3851473.xml",TRUE,TRUE,"10.1186/1472-6831-13-50",FALSE,"",FALSE,"","",TRUE
"1183","24192155","","3851731","10.1186/1746-160X-9-28","PMC 3851731.xml",TRUE,TRUE,"10.1186/1746-160X-9-28",FALSE,"",FALSE,"","",TRUE
"1184","23967796","","3851797","10.1186/1746-160X-9-23","PMC 3851797.xml",TRUE,TRUE,"10.1186/1746-160X-9-23",FALSE,"",FALSE,"","",TRUE
"1185","24090355","","3851947","10.1186/1472-6831-13-49","PMC 3851947.xml",TRUE,FALSE,"10.1186/1472-6831-13-49",FALSE,"",FALSE,"","",TRUE
"1186","24125195","","3852777","10.1186/1472-6831-13-54","PMC 3852777.xml",TRUE,TRUE,"10.1186/1472-6831-13-54",FALSE,"",FALSE,"","",TRUE
"1187","24456612","","3854007","10.1186/1746-160X-9-29","PMC 3854007.xml",TRUE,FALSE,"10.1186/1746-160X-9-29",FALSE,"",FALSE,"","",TRUE
"1188","23722131","","3854072","10.4317/medoral.18831","PMC 3854072.xml",TRUE,TRUE,"10.4317/medoral.18831",FALSE,"",FALSE,"","",TRUE
"1189","23722140","","3854073","10.4317/medoral.18975","PMC 3854073.xml",TRUE,TRUE,"10.4317/medoral.18975",FALSE,"",FALSE,"","",TRUE
"1190","23722138","","3854074","10.4317/medoral.18941","PMC 3854074.xml",TRUE,FALSE,"10.4317/medoral.18941",FALSE,"",FALSE,"","",TRUE
"1191","23722133","","3854075","10.4317/medoral.18901","PMC 3854075.xml",TRUE,FALSE,"10.4317/medoral.18901",FALSE,"",FALSE,"","",TRUE
"1192","23986021","","3854076","10.4317/medoral.19033","PMC 3854076.xml",TRUE,TRUE,"10.4317/medoral.19033",FALSE,"",FALSE,"","",TRUE
"1193","24121914","","3854077","10.4317/medoral.19276","PMC 3854077.xml",TRUE,TRUE,"10.4317/medoral.19276",FALSE,"",FALSE,"","",TRUE
"1194","23986012","","3854078","10.4317/medoral.19084","PMC 3854078.xml",TRUE,TRUE,"10.4317/medoral.19084",FALSE,"",FALSE,"","",TRUE
"1195","23986023","","3854079","10.4317/medoral.19420","PMC 3854079.xml",TRUE,FALSE,"10.4317/medoral.19420",FALSE,"",FALSE,"","",TRUE
"1196","24121909","","3854080","10.4317/medoral.19120","PMC 3854080.xml",TRUE,TRUE,"10.4317/medoral.19120",FALSE,"",FALSE,"","",TRUE
"1197","24121919","","3854081","10.4317/medoral.19400","PMC 3854081.xml",TRUE,TRUE,"10.4317/medoral.19400",FALSE,"",FALSE,"","",TRUE
"1198","24121924","","3854082","10.4317/medoral.19561","PMC 3854082.xml",FALSE,FALSE,"10.4317/medoral.19561",FALSE,"",FALSE,"","",TRUE
"1199","23722145","","3854083","10.4317/medoral.19111","PMC 3854083.xml",TRUE,FALSE,"10.4317/medoral.19111",FALSE,"",FALSE,"","",TRUE
"1200","24138683","","3854454","10.1186/1472-6831-13-56","PMC 3854454.xml",TRUE,TRUE,"10.1186/1472-6831-13-56",FALSE,"",FALSE,"","",TRUE
"1201","24131892","","3856540","10.1186/1472-6831-13-55","PMC 3856540.xml",TRUE,TRUE,"10.1186/1472-6831-13-55",FALSE,"",FALSE,"","",TRUE
"1202","24321192","","3866303","10.1186/1746-160X-9-37","PMC 3866303.xml",TRUE,TRUE,"10.1186/1746-160X-9-37",FALSE,"",FALSE,"","",TRUE
"1203","24341354","","3866935","10.1186/1472-6831-13-72","PMC 3866935.xml",TRUE,TRUE,"10.1186/1472-6831-13-72",FALSE,"",FALSE,"","",TRUE
"1204","24261459","","3871015","10.1186/1472-6831-13-66","PMC 3871015.xml",TRUE,TRUE,"10.1186/1472-6831-13-66",FALSE,"",FALSE,"","",TRUE
"1205","24373700","","3877862","10.1186/1472-6831-13-73","PMC 3877862.xml",TRUE,TRUE,"10.1186/1472-6831-13-73",FALSE,"",FALSE,"","",TRUE
"1206","24354862","","3878129","10.1186/1746-160X-9-42","PMC 3878129.xml",TRUE,TRUE,"10.1186/1746-160X-9-42",FALSE,"",FALSE,"","",TRUE
"1207","24354807","","3878258","10.1186/1746-160X-9-41","PMC 3878258.xml",TRUE,FALSE,"10.1186/1746-160X-9-41",FALSE,"",FALSE,"","",TRUE
"1208","23692316","","3878356","10.3109/00016357.2013.797102","PMC 3878356.xml",TRUE,FALSE,"10.3109/00016357.2013.797102",FALSE,"",FALSE,"","",TRUE
"1209","24314305","","3878964","10.1186/1472-6831-13-70","PMC 3878964.xml",TRUE,TRUE,"10.1186/1472-6831-13-70",FALSE,"",FALSE,"","",TRUE
"1210","21308283","","3881750","10.1590/S1678-77572010000600003","PMC 3881750.xml",TRUE,FALSE,"10.1590/S1678-77572010000600003",FALSE,"",FALSE,"","",TRUE
"1211","21308291","","3881751","10.1590/S1678-77572010000600011","PMC 3881751.xml",TRUE,TRUE,"10.1590/S1678-77572010000600011",FALSE,"",FALSE,"","",TRUE
"1212","21308284","","3881752","10.1590/S1678-77572010000600004","PMC 3881752.xml",TRUE,FALSE,"10.1590/S1678-77572010000600004",FALSE,"",FALSE,"","",TRUE
"1213","21308285","","3881753","10.1590/S1678-77572010000600005","PMC 3881753.xml",TRUE,TRUE,"10.1590/S1678-77572010000600005",FALSE,"",FALSE,"","",TRUE
"1214","21308290","","3881754","10.1590/S1678-77572010000600010","PMC 3881754.xml",TRUE,FALSE,"10.1590/S1678-77572010000600010",FALSE,"",FALSE,"","",TRUE
"1215","21308282","","3881755","10.1590/S1678-77572010000600002","PMC 3881755.xml",TRUE,FALSE,"10.1590/S1678-77572010000600002",FALSE,"",FALSE,"","",TRUE
"1216","21308289","","3881756","10.1590/S1678-77572010000600009","PMC 3881756.xml",TRUE,FALSE,"10.1590/S1678-77572010000600009",FALSE,"",FALSE,"","",TRUE
"1217","21308297","","3881757","10.1590/S1678-77572010000600017","PMC 3881757.xml",TRUE,TRUE,"10.1590/S1678-77572010000600017",FALSE,"",FALSE,"","",TRUE
"1218","21308295","","3881758","10.1590/S1678-77572010000600015","PMC 3881758.xml",TRUE,TRUE,"10.1590/S1678-77572010000600015",FALSE,"",FALSE,"","",TRUE
"1219","21308293","","3881759","10.1590/S1678-77572010000600013","PMC 3881759.xml",TRUE,FALSE,"10.1590/S1678-77572010000600013",FALSE,"",FALSE,"","",TRUE
"1220","21308294","","3881760","10.1590/S1678-77572010000600014","PMC 3881760.xml",TRUE,TRUE,"10.1590/S1678-77572010000600014",FALSE,"",FALSE,"","",TRUE
"1221","21308298","","3881761","10.1590/S1678-77572010000600018","PMC 3881761.xml",TRUE,FALSE,"10.1590/S1678-77572010000600018",FALSE,"",FALSE,"","",TRUE
"1222","21308288","","3881762","10.1590/S1678-77572010000600008","PMC 3881762.xml",TRUE,TRUE,"10.1590/S1678-77572010000600008",FALSE,"",FALSE,"","",TRUE
"1223","21308286","","3881763","10.1590/S1678-77572010000600006","PMC 3881763.xml",TRUE,FALSE,"10.1590/S1678-77572010000600006",FALSE,"",FALSE,"","",TRUE
"1224","21308287","","3881765","10.1590/S1678-77572010000600007","PMC 3881765.xml",TRUE,FALSE,"10.1590/S1678-77572010000600007",FALSE,"",FALSE,"","",TRUE
"1225","21308296","","3881766","10.1590/S1678-77572010000600016","PMC 3881766.xml",TRUE,TRUE,"10.1590/S1678-77572010000600016",FALSE,"",FALSE,"","",TRUE
"1226","21308299","","3881767","10.1590/S1678-77572010000600019","PMC 3881767.xml",TRUE,FALSE,"10.1590/S1678-77572010000600019",FALSE,"",FALSE,"","",TRUE
"1227","21308292","","3881768","10.1590/S1678-77572010000600012","PMC 3881768.xml",TRUE,TRUE,"10.1590/S1678-77572010000600012",FALSE,"",FALSE,"","",TRUE
"1228","22858702","","3881769","10.1590/S1678-77572012000300009","PMC 3881769.xml",TRUE,TRUE,"10.1590/S1678-77572012000300009",FALSE,"",FALSE,"","",TRUE
"1229","22858708","","3881770","10.1590/S1678-77572012000300015","PMC 3881770.xml",TRUE,TRUE,"10.1590/S1678-77572012000300015",FALSE,"",FALSE,"","",TRUE
"1230","22858705","","3881771","10.1590/S1678-77572012000300012","PMC 3881771.xml",TRUE,TRUE,"10.1590/S1678-77572012000300012",FALSE,"",FALSE,"","",TRUE
"1231","22858698","","3881772","10.1590/S1678-77572012000300005","PMC 3881772.xml",TRUE,TRUE,"10.1590/S1678-77572012000300005",FALSE,"",FALSE,"","",TRUE
"1232","22858697","","3881773","10.1590/S1678-77572012000300004","PMC 3881773.xml",TRUE,TRUE,"10.1590/S1678-77572012000300004",FALSE,"",FALSE,"","",TRUE
"1233","22858696","","3881774","10.1590/S1678-77572012000300003","PMC 3881774.xml",TRUE,TRUE,"10.1590/S1678-77572012000300003",FALSE,"",FALSE,"","",TRUE
"1234","22858695","","3881775","10.1590/S1678-77572012000300002","PMC 3881775.xml",TRUE,TRUE,"10.1590/S1678-77572012000300002",FALSE,"",FALSE,"","",TRUE
"1235","22858709","","3881776","10.1590/S1678-77572012000300016","PMC 3881776.xml",TRUE,FALSE,"10.1590/S1678-77572012000300016",FALSE,"",FALSE,"","",TRUE
"1236","22858704","","3881777","10.1590/S1678-77572012000300011","PMC 3881777.xml",TRUE,FALSE,"10.1590/S1678-77572012000300011",FALSE,"",FALSE,"","",TRUE
"1237","22858701","","3881779","10.1590/S1678-77572012000300008","PMC 3881779.xml",TRUE,FALSE,"10.1590/S1678-77572012000300008",FALSE,"",FALSE,"","",TRUE
"1238","22858707","","3881780","10.1590/S1678-77572012000300014","PMC 3881780.xml",TRUE,TRUE,"10.1590/S1678-77572012000300014",FALSE,"",FALSE,"","",TRUE
"1239","22858706","","3881781","10.1590/S1678-77572012000300013","PMC 3881781.xml",TRUE,TRUE,"10.1590/S1678-77572012000300013",FALSE,"",FALSE,"","",TRUE
"1240","22858699","","3881782","10.1590/S1678-77572012000300006","PMC 3881782.xml",TRUE,TRUE,"10.1590/S1678-77572012000300006",FALSE,"",FALSE,"","",TRUE
"1241","22858700","","3881783","10.1590/S1678-77572012000300007","PMC 3881783.xml",TRUE,FALSE,"10.1590/S1678-77572012000300007",FALSE,"",FALSE,"","",TRUE
"1242","22858703","","3881784","10.1590/S1678-77572012000300010","PMC 3881784.xml",TRUE,FALSE,"10.1590/S1678-77572012000300010",FALSE,"",FALSE,"","",TRUE
"1243","23138738","","3881785","10.1590/S1678-77572012000500006","PMC 3881785.xml",TRUE,TRUE,"10.1590/S1678-77572012000500006",FALSE,"",FALSE,"","",TRUE
"1244","23138745","","3881786","10.1590/S1678-77572012000500013","PMC 3881786.xml",TRUE,FALSE,"10.1590/S1678-77572012000500013",FALSE,"",FALSE,"","",TRUE
"1245","23138747","","3881787","10.1590/S1678-77572012000500015","PMC 3881787.xml",FALSE,FALSE,"10.1590/S1678-77572012000500015",FALSE,"",FALSE,"","",TRUE
"1246","23138742","","3881788","10.1590/S1678-77572012000500010","PMC 3881788.xml",TRUE,TRUE,"10.1590/S1678-77572012000500010",FALSE,"",FALSE,"","",TRUE
"1247","23138735","","3881789","10.1590/S1678-77572012000500003","PMC 3881789.xml",TRUE,FALSE,"10.1590/S1678-77572012000500003",FALSE,"",FALSE,"","",TRUE
"1248","23138746","","3881790","10.1590/S1678-77572012000500014","PMC 3881790.xml",TRUE,FALSE,"10.1590/S1678-77572012000500014",FALSE,"",FALSE,"","",TRUE
"1249","23138733","","3881791","10.1590/S1678-77572012000500001","PMC 3881791.xml",TRUE,FALSE,"10.1590/S1678-77572012000500001",FALSE,"",FALSE,"","",TRUE
"1250","23138748","","3881792","10.1590/S1678-77572012000500016","PMC 3881792.xml",TRUE,TRUE,"10.1590/S1678-77572012000500016",FALSE,"",FALSE,"","",TRUE
"1251","23138743","","3881793","10.1590/S1678-77572012000500011","PMC 3881793.xml",TRUE,FALSE,"10.1590/S1678-77572012000500011",FALSE,"",FALSE,"","",TRUE
"1252","23138736","","3881794","10.1590/S1678-77572012000500004","PMC 3881794.xml",TRUE,TRUE,"10.1590/S1678-77572012000500004",FALSE,"",FALSE,"","",TRUE
"1253","23138739","","3881795","10.1590/S1678-77572012000500007","PMC 3881795.xml",TRUE,TRUE,"10.1590/S1678-77572012000500007",FALSE,"",FALSE,"","",TRUE
"1254","23138744","","3881797","10.1590/S1678-77572012000500012","PMC 3881797.xml",TRUE,FALSE,"10.1590/S1678-77572012000500012",FALSE,"",FALSE,"","",TRUE
"1255","23138737","","3881798","10.1590/S1678-77572012000500005","PMC 3881798.xml",TRUE,TRUE,"10.1590/S1678-77572012000500005",FALSE,"",FALSE,"","",TRUE
"1256","23138741","","3881799","10.1590/S1678-77572012000500009","PMC 3881799.xml",TRUE,FALSE,"10.1590/S1678-77572012000500009",FALSE,"",FALSE,"","",TRUE
"1257","23138734","","3881800","10.1590/S1678-77572012000500002","PMC 3881800.xml",TRUE,TRUE,"10.1590/S1678-77572012000500002",FALSE,"",FALSE,"","",TRUE
"1258","23138740","","3881801","10.1590/S1678-77572012000500008","PMC 3881801.xml",TRUE,FALSE,"10.1590/S1678-77572012000500008",FALSE,"",FALSE,"","",TRUE
"1259","23559115","","3881802","10.1590/1678-7757201302295","PMC 3881802.xml",TRUE,FALSE,"10.1590/1678-7757201302295",FALSE,"",FALSE,"","",TRUE
"1260","23559112","","3881803","10.1590/1678-7757201302312","PMC 3881803.xml",TRUE,FALSE,"10.1590/1678-7757201302312",FALSE,"",FALSE,"","",TRUE
"1261","23559118","","3881804","10.1590/1678-7757201302147","PMC 3881804.xml",TRUE,TRUE,"10.1590/1678-7757201302147",FALSE,"",FALSE,"","",TRUE
"1262","23559107","","3881805","10.1590/1678-7757201302124","PMC 3881805.xml",TRUE,FALSE,"10.1590/1678-7757201302124",FALSE,"",FALSE,"","",TRUE
"1263","23559113","","3881806","10.1590/1678-7757201302370","PMC 3881806.xml",TRUE,FALSE,"10.1590/1678-7757201302370",FALSE,"",FALSE,"","",TRUE
"1264","23559109","","3881807","10.1590/1678-7757201302200","PMC 3881807.xml",TRUE,FALSE,"10.1590/1678-7757201302200",FALSE,"",FALSE,"","",TRUE
"1265","23559119","","3881808","10.1590/1678-7757201302196","PMC 3881808.xml",TRUE,FALSE,"10.1590/1678-7757201302196",FALSE,"",FALSE,"","",TRUE
"1266","23559108","","3881809","10.1590/1678-7757201302129","PMC 3881809.xml",TRUE,TRUE,"10.1590/1678-7757201302129",FALSE,"",FALSE,"","",TRUE
"1267","23559114","","3881810","10.1590/1678-7757201302168","PMC 3881810.xml",TRUE,TRUE,"10.1590/1678-7757201302168",FALSE,"",FALSE,"","",TRUE
"1268","23559105","","3881811","10.1590/1678-7757201302106","PMC 3881811.xml",TRUE,FALSE,"10.1590/1678-7757201302106",FALSE,"",FALSE,"","",TRUE
"1269","23559106","","3881812","10.1590/1678-7757201302280","PMC 3881812.xml",TRUE,TRUE,"10.1590/1678-7757201302280",FALSE,"",FALSE,"","",TRUE
"1270","23559111","","3881813","10.1590/1678-7757201302304","PMC 3881813.xml",TRUE,TRUE,"10.1590/1678-7757201302304",FALSE,"",FALSE,"","",TRUE
"1271","23559110","","3881814","10.1590/1678-7757201302138","PMC 3881814.xml",TRUE,TRUE,"10.1590/1678-7757201302138",FALSE,"",FALSE,"","",TRUE
"1272","23559117","","3881815","10.1590/1678-7757201302329","PMC 3881815.xml",TRUE,FALSE,"10.1590/1678-7757201302329",FALSE,"",FALSE,"","",TRUE
"1273","23559116","","3881817","10.1590/1678-7757201302322","PMC 3881817.xml",TRUE,TRUE,"10.1590/1678-7757201302322",FALSE,"",FALSE,"","",TRUE
"1274","23032208","","3881818","10.1590/S1678-77572012000400011","PMC 3881818.xml",TRUE,TRUE,"10.1590/S1678-77572012000400011",FALSE,"",FALSE,"","",TRUE
"1275","23032201","","3881819","10.1590/S1678-77572012000400004","PMC 3881819.xml",TRUE,TRUE,"10.1590/S1678-77572012000400004",FALSE,"",FALSE,"","",TRUE
"1276","23032206","","3881820","10.1590/S1678-77572012000400009","PMC 3881820.xml",TRUE,TRUE,"10.1590/S1678-77572012000400009",FALSE,"",FALSE,"","",TRUE
"1277","23032203","","3881821","10.1590/S1678-77572012000400006","PMC 3881821.xml",TRUE,TRUE,"10.1590/S1678-77572012000400006",FALSE,"",FALSE,"","",TRUE
"1278","23032210","","3881822","10.1590/S1678-77572012000400013","PMC 3881822.xml",TRUE,TRUE,"10.1590/S1678-77572012000400013",FALSE,"",FALSE,"","",TRUE
"1279","23032211","","3881823","10.1590/S1678-77572012000400014","PMC 3881823.xml",TRUE,FALSE,"10.1590/S1678-77572012000400014",FALSE,"",FALSE,"","",TRUE
"1280","23032207","","3881824","10.1590/S1678-77572012000400010","PMC 3881824.xml",TRUE,FALSE,"10.1590/S1678-77572012000400010",FALSE,"",FALSE,"","",TRUE
"1281","23032212","","3881825","10.1590/S1678-77572012000400015","PMC 3881825.xml",TRUE,TRUE,"10.1590/S1678-77572012000400015",FALSE,"",FALSE,"","",TRUE
"1282","23032199","","3881826","10.1590/S1678-77572012000400002","PMC 3881826.xml",FALSE,TRUE,"10.1590/S1678-77572012000400002",FALSE,"",FALSE,"","",TRUE
"1283","23032205","","3881827","10.1590/S1678-77572012000400008","PMC 3881827.xml",TRUE,TRUE,"10.1590/S1678-77572012000400008",FALSE,"",FALSE,"","",TRUE
"1284","23032209","","3881828","10.1590/S1678-77572012000400012","PMC 3881828.xml",TRUE,TRUE,"10.1590/S1678-77572012000400012",FALSE,"",FALSE,"","",TRUE
"1285","23032200","","3881829","10.1590/S1678-77572012000400003","PMC 3881829.xml",TRUE,TRUE,"10.1590/S1678-77572012000400003",FALSE,"",FALSE,"","",TRUE
"1286","23032204","","3881830","10.1590/S1678-77572012000400007","PMC 3881830.xml",TRUE,TRUE,"10.1590/S1678-77572012000400007",FALSE,"",FALSE,"","",TRUE
"1287","23032213","","3881831","10.1590/S1678-77572012000400016","PMC 3881831.xml",TRUE,FALSE,"10.1590/S1678-77572012000400016",FALSE,"",FALSE,"","",TRUE
"1288","23032202","","3881833","10.1590/S1678-77572012000400005","PMC 3881833.xml",TRUE,FALSE,"10.1590/S1678-77572012000400005",FALSE,"",FALSE,"","",TRUE
"1289","24212996","","3881834","10.1590/1679-775720130014","PMC 3881834.xml",TRUE,TRUE,"10.1590/1679-775720130014",FALSE,"",FALSE,"","",TRUE
"1290","24212995","","3881835","10.1590/1679-775720130204","PMC 3881835.xml",TRUE,TRUE,"10.1590/1679-775720130204",FALSE,"",FALSE,"","",TRUE
"1291","24212993","","3881836","10.1590/1679-775720130317","PMC 3881836.xml",TRUE,FALSE,"10.1590/1679-775720130317",FALSE,"",FALSE,"","",TRUE
"1292","24212986","","3881837","10.1590/1679-775720130201","PMC 3881837.xml",TRUE,FALSE,"10.1590/1679-775720130201",FALSE,"",FALSE,"","",TRUE
"1293","24212983","","3881838","10.1590/1679-775720130046","PMC 3881838.xml",TRUE,TRUE,"10.1590/1679-775720130046",FALSE,"",FALSE,"","",TRUE
"1294","24212991","","3881839","10.1590/1679-775720130160","PMC 3881839.xml",TRUE,TRUE,"10.1590/1679-775720130160",FALSE,"",FALSE,"","",TRUE
"1295","24212989","","3881840","10.1590/1679-775720130252","PMC 3881840.xml",TRUE,TRUE,"10.1590/1679-775720130252",FALSE,"",FALSE,"","",TRUE
"1296","24212985","","3881841","10.1590/1679-775720130184","PMC 3881841.xml",TRUE,FALSE,"10.1590/1679-775720130184",FALSE,"",FALSE,"","",TRUE
"1297","24212992","","3881842","10.1590/1679-775720130120","PMC 3881842.xml",TRUE,FALSE,"10.1590/1679-775720130120",FALSE,"",FALSE,"","",TRUE
"1298","24212987","","3881843","10.1590/1679-775720130206","PMC 3881843.xml",TRUE,TRUE,"10.1590/1679-775720130206",FALSE,"",FALSE,"","",TRUE
"1299","24212982","","3881844","10.1590/1678-77572013ed005","PMC 3881844.xml",TRUE,TRUE,"10.1590/1678-77572013ed005",FALSE,"",FALSE,"","",TRUE
"1300","24212988","","3881845","10.1590/1679-775720130113","PMC 3881845.xml",TRUE,TRUE,"10.1590/1679-775720130113",FALSE,"",FALSE,"","",TRUE
"1301","24212997","","3881846","10.1590/1679-775720130148","PMC 3881846.xml",FALSE,FALSE,"10.1590/1679-775720130148",FALSE,"",FALSE,"","",TRUE
"1302","24212994","","3881847","10.1590/1679-775720130229","PMC 3881847.xml",TRUE,TRUE,"10.1590/1679-775720130229",FALSE,"",FALSE,"","",TRUE
"1303","24212990","","3881848","10.1590/1679-775720130091","PMC 3881848.xml",TRUE,TRUE,"10.1590/1679-775720130091",FALSE,"",FALSE,"","",TRUE
"1304","24212984","","3881849","10.1590/1679-775720130049","PMC 3881849.xml",TRUE,FALSE,"10.1590/1679-775720130049",FALSE,"",FALSE,"","",TRUE
"1305","23329251","","3881850","10.1590/S1678-77572012000600014","PMC 3881850.xml",TRUE,FALSE,"10.1590/S1678-77572012000600014",FALSE,"",FALSE,"","",TRUE
"1306","23329244","","3881851","10.1590/S1678-77572012000600007","PMC 3881851.xml",TRUE,TRUE,"10.1590/S1678-77572012000600007",FALSE,"",FALSE,"","",TRUE
"1307","23329246","","3881852","10.1590/S1678-77572012000600009","PMC 3881852.xml",TRUE,FALSE,"10.1590/S1678-77572012000600009",FALSE,"",FALSE,"","",TRUE
"1308","23329248","","3881853","10.1590/S1678-77572012000600011","PMC 3881853.xml",TRUE,TRUE,"10.1590/S1678-77572012000600011",FALSE,"",FALSE,"","",TRUE
"1309","23329243","","3881855","10.1590/S1678-77572012000600006","PMC 3881855.xml",TRUE,TRUE,"10.1590/S1678-77572012000600006",FALSE,"",FALSE,"","",TRUE
