"","pmid","pmcid_pmc","pmcid_uid","doi","filename","is_relevant_data","is_relevant_code","article","is_open_data","open_data_category","is_open_code","open_data_statements","open_code_statements","is_success"
"77","17090337","","1675996","10.1186/1746-160X-2-37","PMC 1675996.xml",FALSE,FALSE,"10.1186/1746-160X-2-37",FALSE,"",FALSE,"","",TRUE
"78","17125508","","1675997","10.1186/1746-160X-2-43","PMC 1675997.xml",TRUE,TRUE,"10.1186/1746-160X-2-43",FALSE,"",FALSE,"","",TRUE
"79","17125498","","1675998","10.1186/1746-160X-2-42","PMC 1675998.xml",TRUE,FALSE,"10.1186/1746-160X-2-42",FALSE,"",FALSE,"","",TRUE
"80","17123443","","1679798","10.1186/1746-160X-2-41","PMC 1679798.xml",TRUE,FALSE,"10.1186/1746-160X-2-41",FALSE,"",FALSE,"","",TRUE
"81","17132167","","1684252","10.1186/1746-160X-2-44","PMC 1684252.xml",TRUE,FALSE,"10.1186/1746-160X-2-44",FALSE,"",FALSE,"","",TRUE
"82","12857357","","169174","10.1186/1472-6831-3-3","PMC 169174.xml",TRUE,FALSE,"10.1186/1472-6831-3-3",FALSE,"",FALSE,"","",TRUE
"83","17109743","","1693546","10.1186/1472-6831-6-14","PMC 1693546.xml",TRUE,TRUE,"10.1186/1472-6831-6-14",FALSE,"",FALSE,"","",TRUE
"84","17140448","","1693551","10.1186/1746-160X-2-45","PMC 1693551.xml",TRUE,FALSE,"10.1186/1746-160X-2-45",FALSE,"",FALSE,"","",TRUE
"85","17140457","","1697802","10.1186/1746-160X-2-46","PMC 1697802.xml",TRUE,TRUE,"10.1186/1746-160X-2-46",FALSE,"",FALSE,"","",TRUE
"86","17156419","","1702536","10.1186/1746-160X-2-47","PMC 1702536.xml",TRUE,FALSE,"10.1186/1746-160X-2-47",FALSE,"",FALSE,"","",TRUE
"87","16937108","","1705496","10.1007/s00784-006-0065-0","PMC 1705496.xml",TRUE,TRUE,"10.1007/s00784-006-0065-0",FALSE,"",FALSE,"","",TRUE
"88","17169143","","1764727","10.1186/1746-160X-2-48","PMC 1764727.xml",TRUE,TRUE,"10.1186/1746-160X-2-48",FALSE,"",FALSE,"","",TRUE
"89","17181853","","1769481","10.1186/1472-6831-6-15","PMC 1769481.xml",TRUE,FALSE,"10.1186/1472-6831-6-15",FALSE,"",FALSE,"","",TRUE
"90","17184552","","1770909","10.1186/1472-6831-6-16","PMC 1770909.xml",TRUE,FALSE,"10.1186/1472-6831-6-16",FALSE,"",FALSE,"","",TRUE
"91","17204134","","1774560","10.1186/1746-160X-3-2","PMC 1774560.xml",TRUE,FALSE,"10.1186/1746-160X-3-2",FALSE,"",FALSE,"","",TRUE
"92","17212820","","1779773","10.1186/1746-160X-3-3","PMC 1779773.xml",TRUE,FALSE,"10.1186/1746-160X-3-3",FALSE,"",FALSE,"","",TRUE
"93","17212823","","1781066","10.1186/1746-160X-3-4","PMC 1781066.xml",TRUE,FALSE,"10.1186/1746-160X-3-4",FALSE,"",FALSE,"","",TRUE
"94","17224060","","1783647","10.1186/1746-160X-3-5","PMC 1783647.xml",TRUE,TRUE,"10.1186/1746-160X-3-5",FALSE,"",FALSE,"","",TRUE
"95","17201917","","1784080","10.1186/1746-160X-3-1","PMC 1784080.xml",TRUE,FALSE,"10.1186/1746-160X-3-1",FALSE,"",FALSE,"","",TRUE
"96","17222356","","1784087","10.1186/1472-6831-7-1","PMC 1784087.xml",TRUE,FALSE,"10.1186/1472-6831-7-1",FALSE,"",FALSE,"","",TRUE
"97","17043869","","1797073","10.1007/s00784-006-0080-1","PMC 1797073.xml",TRUE,FALSE,"10.1007/s00784-006-0080-1",FALSE,"",FALSE,"","",TRUE
"98","17239254","","1797165","10.1186/1746-160X-3-7","PMC 1797165.xml",TRUE,TRUE,"10.1186/1746-160X-3-7",FALSE,"",FALSE,"","",TRUE
"99","17224070","","1797166","10.1186/1746-160X-3-6","PMC 1797166.xml",TRUE,FALSE,"10.1186/1746-160X-3-6",FALSE,"",FALSE,"","",TRUE
"100","17257407","","1797167","10.1186/1472-6831-7-2","PMC 1797167.xml",TRUE,FALSE,"10.1186/1472-6831-7-2",FALSE,"",FALSE,"","",TRUE
"101","17266769","","1800839","10.1186/1746-160X-3-8","PMC 1800839.xml",TRUE,TRUE,"10.1186/1746-160X-3-8",FALSE,"",FALSE,"","",TRUE
"102","17288588","","1803766","10.1186/1746-160X-3-11","PMC 1803766.xml",TRUE,FALSE,"10.1186/1746-160X-3-11",FALSE,"",FALSE,"","",TRUE
"103","17280602","","1805427","10.1186/1746-160X-3-9","PMC 1805427.xml",TRUE,FALSE,"10.1186/1746-160X-3-9",FALSE,"",FALSE,"","",TRUE
"104","17319936","","1810521","10.1186/1746-160X-3-12","PMC 1810521.xml",TRUE,FALSE,"10.1186/1746-160X-3-12",FALSE,"",FALSE,"","",TRUE
"105","17331229","","1819375","10.1186/1746-160X-3-13","PMC 1819375.xml",TRUE,FALSE,"10.1186/1746-160X-3-13",FALSE,"",FALSE,"","",TRUE
"106","17286873","","1821014","10.1186/1746-160X-3-10","PMC 1821014.xml",TRUE,FALSE,"10.1186/1746-160X-3-10",FALSE,"",FALSE,"","",TRUE
"107","17352809","","1828721","10.1186/1746-160X-3-14","PMC 1828721.xml",TRUE,FALSE,"10.1186/1746-160X-3-14",FALSE,"",FALSE,"","",TRUE
"108","17362518","","1831767","10.1186/1746-160X-3-17","PMC 1831767.xml",TRUE,FALSE,"10.1186/1746-160X-3-17",FALSE,"",FALSE,"","",TRUE
"109","12875661","","183852","10.1186/1472-6831-3-4","PMC 183852.xml",TRUE,FALSE,"10.1186/1472-6831-3-4",FALSE,"",FALSE,"","",TRUE
"110","17359543","","1838900","10.1186/1746-160X-3-16","PMC 1838900.xml",FALSE,FALSE,"10.1186/1746-160X-3-16",FALSE,"",FALSE,"","",TRUE
"111","17355642","","1845144","10.1186/1746-160X-3-15","PMC 1845144.xml",TRUE,FALSE,"10.1186/1746-160X-3-15",FALSE,"",FALSE,"","",TRUE
"112","17407566","","1851008","10.1186/1746-160X-3-18","PMC 1851008.xml",TRUE,TRUE,"10.1186/1746-160X-3-18",FALSE,"",FALSE,"","",TRUE
"113","17407595","","1852309","10.1186/1746-160X-3-19","PMC 1852309.xml",TRUE,TRUE,"10.1186/1746-160X-3-19",FALSE,"",FALSE,"","",TRUE
"114","17425778","","1853081","10.1186/1472-6831-7-4","PMC 1853081.xml",TRUE,FALSE,"10.1186/1472-6831-7-4",FALSE,"",FALSE,"","",TRUE
"115","17408488","","1854897","10.1186/1472-6831-7-3","PMC 1854897.xml",TRUE,TRUE,"10.1186/1472-6831-7-3",FALSE,"",FALSE,"","",TRUE
"116","17448223","","1865533","10.1186/1746-160X-3-20","PMC 1865533.xml",TRUE,TRUE,"10.1186/1746-160X-3-20",FALSE,"",FALSE,"","",TRUE
"117","17475005","","1871574","10.1186/1472-6831-7-5","PMC 1871574.xml",TRUE,TRUE,"10.1186/1472-6831-7-5",FALSE,"",FALSE,"","",TRUE
"118","17470277","","1876453","10.1186/1746-160X-3-21","PMC 1876453.xml",TRUE,FALSE,"10.1186/1746-160X-3-21",FALSE,"",FALSE,"","",TRUE
"119","17506880","","1884149","10.1186/1472-6831-7-6","PMC 1884149.xml",TRUE,FALSE,"10.1186/1472-6831-7-6",FALSE,"",FALSE,"","",TRUE
"120","17506884","","1890285","10.1186/1746-160X-3-23","PMC 1890285.xml",TRUE,FALSE,"10.1186/1746-160X-3-23",FALSE,"",FALSE,"","",TRUE
"121","17537244","","1891285","10.1186/1746-160X-3-25","PMC 1891285.xml",TRUE,FALSE,"10.1186/1746-160X-3-25",FALSE,"",FALSE,"","",TRUE
"122","17553152","","1904196","10.1186/1746-160X-3-26","PMC 1904196.xml",TRUE,TRUE,"10.1186/1746-160X-3-26",FALSE,"",FALSE,"","",TRUE
"123","17562003","","1913501","10.1186/1746-160X-3-27","PMC 1913501.xml",TRUE,TRUE,"10.1186/1746-160X-3-27",FALSE,"",FALSE,"","",TRUE
"124","17594498","","1924845","10.1186/1472-6831-7-8","PMC 1924845.xml",TRUE,FALSE,"10.1186/1472-6831-7-8",FALSE,"",FALSE,"","",TRUE
"125","17573967","","1929066","10.1186/1472-6831-7-7","PMC 1929066.xml",TRUE,FALSE,"10.1186/1472-6831-7-7",FALSE,"",FALSE,"","",TRUE
"126","17625014","","1939845","10.1186/1472-6831-7-9","PMC 1939845.xml",TRUE,TRUE,"10.1186/1472-6831-7-9",FALSE,"",FALSE,"","",TRUE
"127","17634134","","1947957","10.1186/1746-160X-3-28","PMC 1947957.xml",TRUE,FALSE,"10.1186/1746-160X-3-28",FALSE,"",FALSE,"","",TRUE
"128","17650347","","1971257","10.1186/1746-160X-3-29","PMC 1971257.xml",TRUE,FALSE,"10.1186/1746-160X-3-29",FALSE,"",FALSE,"","",TRUE
"129","17651504","","1976607","10.1186/1746-160X-3-30","PMC 1976607.xml",TRUE,FALSE,"10.1186/1746-160X-3-30",FALSE,"",FALSE,"","",TRUE
"130","17640341","","1993835","10.1186/1472-6831-7-10","PMC 1993835.xml",TRUE,TRUE,"10.1186/1472-6831-7-10",FALSE,"",FALSE,"","",TRUE
"131","17714586","","1995192","10.1186/1746-160X-3-31","PMC 1995192.xml",TRUE,TRUE,"10.1186/1746-160X-3-31",FALSE,"",FALSE,"","",TRUE
"132","17764551","","2014742","10.1186/1472-6831-7-11","PMC 2014742.xml",TRUE,TRUE,"10.1186/1472-6831-7-11",FALSE,"",FALSE,"","",TRUE
"133","17714591","","2014743","10.1186/1746-160X-3-32","PMC 2014743.xml",TRUE,FALSE,"10.1186/1746-160X-3-32",FALSE,"",FALSE,"","",TRUE
"134","17892549","","2034546","10.1186/1746-160X-3-34","PMC 2034546.xml",FALSE,FALSE,"10.1186/1746-160X-3-34",FALSE,"",FALSE,"","",TRUE
"135","17822544","","2045087","10.1186/1746-160X-3-33","PMC 2045087.xml",TRUE,FALSE,"10.1186/1746-160X-3-33",FALSE,"",FALSE,"","",TRUE
"136","17892598","","2064905","10.1186/1746-160X-3-35","PMC 2064905.xml",TRUE,FALSE,"10.1186/1746-160X-3-35",FALSE,"",FALSE,"","",TRUE
"137","17927808","","2098754","10.1186/1472-6831-7-12","PMC 2098754.xml",TRUE,TRUE,"10.1186/1472-6831-7-12",FALSE,"",FALSE,"","",TRUE
"138","17710452","","2099161","10.1007/s00784-007-0138-8","PMC 2099161.xml",TRUE,TRUE,"10.1007/s00784-007-0138-8",FALSE,"",FALSE,"","",TRUE
"139","17941981","","2099426","10.1186/1472-6831-7-14","PMC 2099426.xml",TRUE,FALSE,"10.1186/1472-6831-7-14",FALSE,"",FALSE,"","",TRUE
"140","12943555","","212323","10.1186/1472-6831-3-5","PMC 212323.xml",TRUE,TRUE,"10.1186/1472-6831-3-5",FALSE,"",FALSE,"","",TRUE
"141","17690922","","2134843","10.1007/s00784-007-0144-x","PMC 2134843.xml",TRUE,FALSE,"10.1007/s00784-007-0144-x",FALSE,"",FALSE,"","",TRUE
"142","16934126","","2147065","10.1186/1472-6831-6-S1-S9","PMC 2147065.xml",TRUE,TRUE,"10.1186/1472-6831-6-S1-S9",FALSE,"",FALSE,"","",TRUE
"143","16934125","","2147587","10.1186/1472-6831-6-S1-S8","PMC 2147587.xml",TRUE,FALSE,"10.1186/1472-6831-6-S1-S8",FALSE,"",FALSE,"","",TRUE
"144","16934114","","2147588","10.1186/1472-6831-6-S1-S13","PMC 2147588.xml",TRUE,TRUE,"10.1186/1472-6831-6-S1-S13",FALSE,"",FALSE,"","",TRUE
"145","16934122","","2147589","10.1186/1472-6831-6-S1-S5","PMC 2147589.xml",TRUE,TRUE,"10.1186/1472-6831-6-S1-S5",FALSE,"",FALSE,"","",TRUE
"146","16934111","","2147590","10.1186/1472-6831-6-S1-S10","PMC 2147590.xml",TRUE,TRUE,"10.1186/1472-6831-6-S1-S10",FALSE,"",FALSE,"","",TRUE
"147","16934119","","2147591","10.1186/1472-6831-6-S1-S2","PMC 2147591.xml",TRUE,FALSE,"10.1186/1472-6831-6-S1-S2",FALSE,"",FALSE,"","",TRUE
"148","16934118","","2147592","10.1186/1472-6831-6-S1-S17","PMC 2147592.xml",TRUE,TRUE,"10.1186/1472-6831-6-S1-S17",FALSE,"",FALSE,"","",TRUE
"149","16934115","","2147593","10.1186/1472-6831-6-S1-S14","PMC 2147593.xml",TRUE,FALSE,"10.1186/1472-6831-6-S1-S14",FALSE,"",FALSE,"","",TRUE
"150","16934123","","2147594","10.1186/1472-6831-6-S1-S6","PMC 2147594.xml",TRUE,TRUE,"10.1186/1472-6831-6-S1-S6",FALSE,"",FALSE,"","",TRUE
"151","16934112","","2147595","10.1186/1472-6831-6-S1-S11","PMC 2147595.xml",TRUE,FALSE,"10.1186/1472-6831-6-S1-S11",FALSE,"",FALSE,"","",TRUE
"152","16934120","","2147596","10.1186/1472-6831-6-S1-S3","PMC 2147596.xml",TRUE,TRUE,"10.1186/1472-6831-6-S1-S3",FALSE,"",FALSE,"","",TRUE
"153","16934116","","2147597","10.1186/1472-6831-6-S1-S15","PMC 2147597.xml",TRUE,TRUE,"10.1186/1472-6831-6-S1-S15",FALSE,"",FALSE,"","",TRUE
"154","16934124","","2147598","10.1186/1472-6831-6-S1-S7","PMC 2147598.xml",TRUE,FALSE,"10.1186/1472-6831-6-S1-S7",FALSE,"",FALSE,"","",TRUE
"155","16934113","","2147599","10.1186/1472-6831-6-S1-S12","PMC 2147599.xml",TRUE,FALSE,"10.1186/1472-6831-6-S1-S12",FALSE,"",FALSE,"","",TRUE
"156","16934121","","2147600","10.1186/1472-6831-6-S1-S4","PMC 2147600.xml",TRUE,FALSE,"10.1186/1472-6831-6-S1-S4",FALSE,"",FALSE,"","",TRUE
"157","16934110","","2147601","10.1186/1472-6831-6-S1-S1","PMC 2147601.xml",TRUE,TRUE,"10.1186/1472-6831-6-S1-S1",FALSE,"",FALSE,"","",TRUE
"158","16934117","","2147602","10.1186/1472-6831-6-S1-S16","PMC 2147602.xml",FALSE,TRUE,"10.1186/1472-6831-6-S1-S16",FALSE,"",FALSE,"","",TRUE
"159","17971202","","2174449","10.1186/1746-160X-3-37","PMC 2174449.xml",TRUE,TRUE,"10.1186/1746-160X-3-37",FALSE,"",FALSE,"","",TRUE
"160","17980045","","2174450","10.1186/1746-160X-3-38","PMC 2174450.xml",TRUE,TRUE,"10.1186/1746-160X-3-38",FALSE,"",FALSE,"","",TRUE
"161","17931425","","2174452","10.1186/1472-6831-7-13","PMC 2174452.xml",TRUE,TRUE,"10.1186/1472-6831-7-13",FALSE,"",FALSE,"","",TRUE
"162","18005452","","2200640","10.1186/1472-6831-7-16","PMC 2200640.xml",TRUE,TRUE,"10.1186/1472-6831-7-16",FALSE,"",FALSE,"","",TRUE
"163","17996105","","2206008","10.1186/1472-6831-7-15","PMC 2206008.xml",TRUE,FALSE,"10.1186/1472-6831-7-15",FALSE,"",FALSE,"","",TRUE
